,goal,state,usd_goal_real,duration,title_length,title_words,title_symbols,pledged_per_backer,category_3D Printing,category_Academic,category_Accessories,category_Action,category_Animals,category_Animation,category_Anthologies,category_Apparel,category_Apps,category_Architecture,category_Art,category_Art Books,category_Audio,category_Bacon,category_Blues,category_Calendars,category_Camera Equipment,category_Candles,category_Ceramics,category_Children's Books,category_Childrenswear,category_Chiptune,category_Civic Design,category_Classical Music,category_Comedy,category_Comic Books,category_Comics,category_Community Gardens,category_Conceptual Art,category_Cookbooks,category_Country & Folk,category_Couture,category_Crafts,category_Crochet,category_DIY,category_DIY Electronics,category_Dance,category_Design,category_Digital Art,category_Documentary,category_Drama,category_Drinks,category_Electronic Music,category_Embroidery,category_Events,category_Experimental,category_Fabrication Tools,category_Faith,category_Family,category_Fantasy,category_Farmer's Markets,category_Farms,category_Fashion,category_Festivals,category_Fiction,category_Film & Video,category_Fine Art,category_Flight,category_Food,category_Food Trucks,category_Footwear,category_Gadgets,category_Games,category_Gaming Hardware,category_Glass,category_Graphic Design,category_Graphic Novels,category_Hardware,category_Hip-Hop,category_Horror,category_Illustration,category_Immersive,category_Indie Rock,category_Installations,category_Interactive Design,category_Jazz,category_Jewelry,category_Journalism,category_Kids,category_Knitting,category_Latin,category_Letterpress,category_Literary Journals,category_Literary Spaces,category_Live Games,category_Makerspaces,category_Metal,category_Mixed Media,category_Mobile Games,category_Movie Theaters,category_Music,category_Music Videos,category_Musical,category_Narrative Film,category_Nature,category_Nonfiction,category_Painting,category_People,category_Performance Art,category_Performances,category_Periodicals,category_Pet Fashion,category_Photo,category_Photobooks,category_Photography,category_Places,category_Playing Cards,category_Plays,category_Poetry,category_Pop,category_Pottery,category_Print,category_Printing,category_Product Design,category_Public Art,category_Publishing,category_Punk,category_Puzzles,category_Quilts,category_R&B,category_Radio & Podcasts,category_Ready-to-wear,category_Residencies,category_Restaurants,category_Robots,category_Rock,category_Romance,category_Science Fiction,category_Sculpture,category_Shorts,category_Small Batch,category_Software,category_Sound,category_Space Exploration,category_Spaces,category_Stationery,category_Tabletop Games,category_Taxidermy,category_Technology,category_Television,category_Textiles,category_Theater,category_Thrillers,category_Translations,category_Typography,category_Vegan,category_Video,category_Video Art,category_Video Games,category_Wearables,category_Weaving,category_Web,category_Webcomics,category_Webseries,category_Woodworking,category_Workshops,category_World Music,category_Young Adult,category_Zines,main_category_Art,main_category_Comics,main_category_Crafts,main_category_Dance,main_category_Design,main_category_Fashion,main_category_Film & Video,main_category_Food,main_category_Games,main_category_Journalism,main_category_Music,main_category_Photography,main_category_Publishing,main_category_Technology,main_category_Theater,currency_AUD,currency_CAD,currency_CHF,currency_DKK,currency_EUR,currency_GBP,currency_HKD,currency_JPY,currency_MXN,currency_NOK,currency_NZD,currency_SEK,currency_SGD,currency_USD,country_AT,country_AU,country_BE,country_CA,country_CH,country_DE,country_DK,country_ES,country_FR,country_GB,country_HK,country_IE,country_IT,country_JP,country_LU,country_MX,country_NL,country_NO,country_NZ,country_SE,country_SG,country_US,launch_quarter_1,launch_quarter_2,launch_quarter_3,launch_quarter_4,deadline_quarter_1,deadline_quarter_2,deadline_quarter_3,deadline_quarter_4,launch_hour_0,launch_hour_1,launch_hour_2,launch_hour_3,launch_hour_4,launch_hour_5,launch_hour_6,launch_hour_7,launch_hour_8,launch_hour_9,launch_hour_10,launch_hour_11,launch_hour_12,launch_hour_13,launch_hour_14,launch_hour_15,launch_hour_16,launch_hour_17,launch_hour_18,launch_hour_19,launch_hour_20,launch_hour_21,launch_hour_22,launch_hour_23
mean,44251.25876121586,0.40388094261800817,41509.65874945753,32.95488916761138,34.220335150389545,5.6547462553365975,0.12423418316891387,73.35265020956116,0.0017125352758146602,0.0023426758966689984,0.008261173689669311,0.0018723317011987747,0.0006904411587351359,0.0066722545165102875,0.0022220748209074025,0.01859065582864999,0.015940447188788925,0.0019356472659736125,0.022570491328782652,0.0074441014013845,0.0010944547625364818,0.000545719867821221,0.0007055162932053354,0.0008743577992715695,0.0010552594129139632,0.0011396801659470802,0.0008291323958609711,0.018687136689259268,0.0012602812417086761,9.949588750331653e-05,0.000801997153814612,0.007356665621457343,0.0062350756168745025,0.007516462046841458,0.013811838201596758,0.0008170722882848115,0.0028039750114571024,0.0013718372367881521,0.012702308304590076,0.0006844111049470561,0.012518391664053644,0.0004552690610000241,0.003066282351238573,0.002402976434549796,0.006687329650980487,0.010694300393159507,0.003530596492920717,0.04378723558214139,0.005767746448298318,0.006358691719530138,0.00573759617935792,0.0003015026894039895,0.0021316240140862057,0.0024783521069007934,0.0006482307822185774,0.003036132082298174,0.0008864179068477291,0.000889432933741769,0.0011577703273113196,0.00315371813116573,0.022700137485226368,0.0023366458428809183,0.024445838056875467,0.02600159193420005,0.0020683084493113677,0.0010673195204901227,0.03140452012831955,0.004745652331218794,0.0023637810849272776,0.007003907474854676,0.007938565812007043,0.0008773728261656094,0.00036783328107286716,0.005396898140331412,0.005062230155092984,0.009391808774934273,0.010428978026483996,0.003307484502761765,0.008713427723775296,0.0008954629875298488,0.0160670783183386,0.0013145517258013942,0.001031139197761644,0.005267251983887696,0.0031687932656359295,0.004643141416821438,0.0007778769386622929,0.0004944644106225427,0.0003648182541788273,0.00013869123712583517,0.0007567717504040136,5.7285510986758004e-05,0.0026321184784968282,0.0006271255939602981,0.0019416773197616923,0.007576762584722256,0.004350683808099568,0.0006060204057020188,0.038088834752405994,0.001890421862563014,0.002502472322053113,0.013920379169782194,0.0015014833932318677,0.02235340939241178,0.00914759159651704,0.002900455872066379,0.005951663088834752,0.002897440845172339,0.0034522057936756797,0.0003587882003907475,0.0005095395450927423,0.00430847343158301,0.015816831086133288,0.0019266021852914928,0.006057189030126149,0.003892399720205504,0.003756723509973709,0.009198847053715719,0.0002653223666755107,0.0018693166743047349,0.0005879302443377795,0.056320702380665236,0.0085928266480137,0.01523191586868955,0.0008080272076026918,0.000603005378807979,0.00022612701705299211,0.0012241009189801974,0.002553727779251791,0.002234134928483562,0.00020502182879471285,0.007594852746086495,0.0014954533394437879,0.018831857980173183,0.0004914493837285029,0.001971827588702091,0.004995899563424106,0.03435321643069056,0.00488735859523867,0.007757664198364649,0.001661279818615982,0.0008532526110132903,0.0022763453050001206,0.00057285510986758,0.03540847584360453,3.0150268940398947e-05,0.017264043995272437,0.002614028317132589,0.0007537567235099737,0.020152439759762657,0.0019266021852914928,0.00041305868448346557,0.0002924576087218698,0.0015919342000530645,0.0011607853542053596,0.0005246146795629417,0.0281211558407101,0.0029155310065365784,0.00024723220531127136,0.012991750886417908,0.001806001109529897,0.01552135845051738,0.0031898984538942087,0.0004462239803179044,0.005849152174437396,0.002140669094768325,0.0010703345473841626,0.0773052895631829,0.029782435659326083,0.0235714802576039,0.010772691092404545,0.0764731421404279,0.05962215682963892,0.1704274102124991,0.06649340312115584,0.0859885670180178,0.012509346583371524,0.13853747075423914,0.02921259557635254,0.10686762825924408,0.08155647748377916,0.030879905448756604,0.019962493065438142,0.037310957813743696,0.0019657975349140116,0.002800959984563062,0.043350056682505606,0.0888679177018259,0.00143816782845703,6.934561856291758e-05,0.004254202947490291,0.0017607757061192987,0.003841144263006826,0.004552690610000241,0.0013688222098941123,0.7884566680334789,0.001465303070503389,0.019962493065438142,0.0015859041462649847,0.037310957813743696,0.0019657975349140116,0.010371692515497239,0.002800959984563062,0.005653175426324803,0.007600882799874575,0.0888679177018259,0.00143816782845703,0.002071323476205408,0.007142598711980511,6.934561856291758e-05,0.00018391664053643358,0.004254202947490291,0.007275259895318267,0.0017607757061192987,0.003841144263006826,0.004552690610000241,0.0013688222098941123,0.7884566680334789,0.24358100774258906,0.2614782073856099,0.2647736317807955,0.23016715309100558,0.2084710195614945,0.26279275911141126,0.27105091777418655,0.2576853035529077,0.057867411177307704,0.051566004968764324,0.04448672182155865,0.03930389059070407,0.03467280928145879,0.03104271690103476,0.029474902916134013,0.022256928531802504,0.018433874430159918,0.01912733061578909,0.015081164523987554,0.014146506186835186,0.01660676813237174,0.020830820810921632,0.028938228128994912,0.038803396126293445,0.051846402469910034,0.06489242384042065,0.07176970018572566,0.06778081960491088,0.06635169685713596,0.06720193444125522,0.06455775585518223,0.06295979160134109
std,1117921.7196536975,0.49067489513007273,1108934.6420720275,12.713279331282065,15.961502094855417,2.7846680266325268,0.46602452986415954,243.75910626324176,0.041347402013388976,0.048344542742872046,0.09051492363642169,0.04322998623383224,0.026267213975012735,0.08141102823965761,0.04708655741446962,0.13507441783688312,0.1252453457303626,0.043953456751261055,0.14852989855535,0.08595760020421027,0.0330644858952658,0.023354307999044133,0.026552225248020637,0.02955665629981935,0.032467661122616474,0.033739957429241005,0.02878276277778761,0.13541780865575928,0.03547811618314817,0.009974281328773538,0.0283082385621376,0.08545505900663602,0.07871606018272678,0.08637121822228921,0.11670952144152538,0.02857283924726453,0.05287836198269327,0.03701296299742076,0.11198659508963515,0.026152337342927722,0.11118326674960423,0.02133220952245209,0.055289144326757765,0.048961304787102075,0.08150232696571057,0.10285895309178034,0.0593139274421919,0.2046216992928941,0.07572646062552148,0.07948759531476365,0.07552942055414212,0.017361241150898495,0.046120349157092254,0.04972139711971855,0.025452161641867838,0.055017480045269226,0.029759617611034767,0.02981014126241736,0.03400637266540294,0.05606943616357467,0.14894599065256123,0.04828242907824055,0.15442898355513263,0.15914014423899717,0.04543167147042089,0.03265246643216134,0.17440862351393915,0.0687251435471783,0.048561309022188144,0.08339588553441757,0.08874440111864527,0.02960752752391247,0.0191754814378373,0.07326518828760983,0.0709691423542098,0.09645533035331057,0.10158860939901196,0.057415633656937914,0.092938312570559,0.029910931630481263,0.12573374637357979,0.03623296341416503,0.03209484468621929,0.07238455524302963,0.056202860591135224,0.06798232556218452,0.027879637544867334,0.02223109096873117,0.01909676049384112,0.011775925439966715,0.02749911502010822,0.007568513861054346,0.05123668945058413,0.025034659915208708,0.044021733857352606,0.08671434670562694,0.06581617140870312,0.02461005833060779,0.19141103908794208,0.04343793108171336,0.04996216048664536,0.11716075964140599,0.038719936222583344,0.147830309377823,0.09520472936007286,0.05377780162311374,0.07691721935295534,0.053749924579461116,0.05865405733132293,0.01893833553375851,0.022567265010231024,0.06549750699459367,0.12476660560647981,0.043850840207399,0.07759199471080812,0.06226765319705519,0.06117697134174567,0.09546861131452714,0.016286582528618122,0.04319523069735089,0.02424018056769033,0.230540324258467,0.0922985138735842,0.12247428233270387,0.028414375479623555,0.024548799976937964,0.01503584268513325,0.03496578587863955,0.050469930984694086,0.04721387815624733,0.014317137034543192,0.08681701263400748,0.03864222380837052,0.13593113997413642,0.022163243044309045,0.04436153083552107,0.07050500364187581,0.182135040477019,0.06973870506931051,0.08773543213968818,0.040724991939564886,0.029198067425556577,0.04765679809525998,0.02392757139953877,0.18481022336368247,0.005490851555367961,0.13025378279839908,0.051060777842460284,0.027444322640618985,0.14052180779990675,0.043850840207398996,0.020319677947226868,0.017098916889127926,0.03986733923468927,0.034050571615083174,0.022898494271529422,0.16531920286796908,0.05391696811105597,0.015721699233150133,0.11323870344111578,0.04245874356179944,0.123614287011907,0.056389117644518295,0.021119332595001906,0.07625586617126444,0.04621788691592343,0.0326985038646104,0.2670756387782029,0.16998685039238232,0.15171003582404238,0.103231159778363,0.26575404721004015,0.23678581944389002,0.3760084232198795,0.2491429662100232,0.28034758840687735,0.11114360114624033,0.3454637459708971,0.16840221299054628,0.30894534478681124,0.273688224638078,0.1729925637627672,0.1398715515113426,0.18952297627831496,0.044293781620729326,0.05285000500538281,0.20364418553980784,0.2845534308945684,0.03789596062439763,0.008327125483210893,0.06508546286829324,0.041924702437662505,0.061857913078770733,0.06731996198931818,0.036972322851706756,0.4084032976766576,0.0382512793104077,0.1398715515113426,0.03979188143678081,0.18952297627831496,0.044293781620729326,0.10131214861285838,0.05285000500538281,0.0749748890102255,0.0868512068038399,0.2845534308945684,0.03789596062439763,0.045464704193929284,0.08421165820119583,0.008327125483210893,0.013560360231906534,0.06508546286829324,0.08498442365728061,0.041924702437662505,0.061857913078770733,0.06731996198931818,0.036972322851706756,0.4084032976766576,0.4292433528058002,0.43944048137789987,0.44121326207074013,0.4209403389601916,0.40621589220283694,0.4401514614097742,0.44450299601437504,0.43736045158730824,0.23349290840839096,0.22114949594458988,0.20617415348494708,0.19431728852618213,0.1829500109130104,0.17343343771575667,0.16913373188911462,0.1475182133704587,0.13451439052352443,0.13697274329525624,0.12187603449857287,0.11809498125824931,0.1277929286896264,0.14281792328921988,0.16763320615765154,0.19312639651079458,0.22171716495355392,0.24633631507581646,0.2581065887944108,0.251369788575338,0.2488962353275531,0.2503717704707442,0.24574424528827696,0.24289099225266933
